advisor,advisor_churn,advisor_churn_type,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,channel_type,primary_prod_sold_va,primary_prod_sold_type,sf_email_campaigns,advisor_hh_children,va_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,wholesaler_i,wholesaler_name
743,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,6,3,46514367,18,467182,1,56,60814,67,3,786,19,S,Szu
744,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,7,5,3543838453,23,40116,3,70,175885,89,4,771,10,J,Jasper
745,0,no_advisor_churn,1,0,1,0,0,bank,1,va,1,0,82441728,22,1618212,2,28,185113,56,3,793,15,O,Ojj
746,0,no_advisor_churn,1,0,1,1,0,bank,1,va,4,0,528029398,14,26705,1,27,109766,69,5,725,13,M,Mambwe
747,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,0,4,166452521,8,4578940,1,31, ,84,3,735,23,W,Werner
748,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,3,52512172,9,744790,1,54, ,59,5,824,21,U,Underwood
749,0,no_advisor_churn,1,0,0,0,2,ria,1,va,7,7,11285777,18,179593,3,46,125982,84,4,750,1,A,Abbott
750,0,no_advisor_churn,1,0,1,0,0,bank,1,va,2,7,920256335,7,1924245,1,63,290564,73,5,797,20,T,Tavares
751,0,no_advisor_churn,1,1,1,1,0,bank,1,va,3,6,396507691,14,2378365,3,35,71367,98,4,655,3,C,Chatterji
752,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,2,1,502309037,3,4980607,2,39,352300,86,4,793,12,L,Lula
753,0,no_advisor_churn,1,1,1,0,0,bank,1,va,5,0,194743899,13,4188001,3,53, ,87,4,793,4,D,Devon
754,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,1,2,2379775922,11,10466,3,29,186644,68,1,680,15,O,Ojj
755,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,0,3990754771,17,1844376,1,66,271676,89,3,773,8,H,Hassan
756,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,5,7,2653896385,8,155647,1,53,177758,96,4,749,15,O,Ojj
757,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,7,0,220420662,17,507335,1,29,224633,92,5,797,7,G,Griegio
758,0,no_advisor_churn,0,1,1,0,1,wirehouse,0,fixed,4,0,959237192,20,463479,11,63,332284,84,4,772,13,M,Mambwe
759,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,4,1920793563,12,349655,3,27,87627,81,3,762,19,S,Szu
760,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,1,15970835,17,2678788,2,39,144431,80,3,745,17,Q,Quigley
761,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,1,150187145,13,165153,3,22,210265,90,3,720,16,P,Patel
762,0,no_advisor_churn,1,0,0,0,0,bank,1,va,6,3,4234045125,19,126101,1,29,225574,97,3,792,14,N,Noth
763,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,0,7,568177007,5,422260,3,47,259167,95,5,781,23,W,Werner
764,0,no_advisor_churn,0,0,1,1,0,bank,1,va,4,0,882664050,11,28982,3,48, ,83,4,751,17,Q,Quigley
765,0,no_advisor_churn,0,1,0,1,0,bank,1,va,4,1,3599962076,14,99611,1,40,292920,94,4,720,2,B,Bost
766,0,no_advisor_churn,0,1,0,1,0,bank,1,va,3,3,572330870,9,3622887,3,48,298876,94,2,753,10,J,Jasper
767,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,3,4,77612189,22,1769687,2,21,81564,90,1,615,15,O,Ojj
768,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,5,1,655530069,15,834467,3,22, ,92,1,766,1,A,Abbott
769,0,no_advisor_churn,0,1,0,0,2,ria,1,va,6,0,365387662,15,1028100,3,29,259106,98,3,749,16,P,Patel
770,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,3,7,415296316,8,3468594,3,50,124400,89,2,789,24,X,Xavier
771,0,no_advisor_churn,0,1,1,0,0,bank,1,va,1,0,448412938,15,3732965,1,39,137206,89,3,727,19,S,Szu
772,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,6,6,4502204690,9,2357765,3,41, ,98,4,801,24,X,Xavier
773,0,no_advisor_churn,0,1,0,1,0,bank,1,va,1,0,834505527,10,198796,2,60,60246,99,3,781,16,P,Patel
774,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,7,1,947611064,1,304095,2,53,223886,95,4,690,6,F,Funderburk
775,0,no_advisor_churn,1,0,0,0,0,bank,1,va,2,5,776200487,9,261946,1,42,208841,97,5,686,8,H,Hassan
776,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,0,4,555623775,12,2606476,3,39, ,95,4,517,24,X,Xavier
777,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,5,85497874,14,662965,1,57,65239,53,0,696,7,G,Griegio
778,0,no_advisor_churn,1,1,1,0,0,bank,1,va,7,1,711075507,10,254239,3,35,226138,88,0,763,7,G,Griegio
779,0,no_advisor_churn,0,1,0,1,2,ria,1,va,2,2,2721571576,2,15549,3,64,228977,75,3,726,17,Q,Quigley
780,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,1,4,573350464,11,4956268,2,42,269291,67,5,770,25,Y,Yang
781,0,no_advisor_churn,0,1,0,0,0,bank,1,va,4,7,489098618,17,4953706,3,68,196752,74,5,783,5,E,English
782,0,no_advisor_churn,1,0,1,0,0,bank,1,va,7,0,928845755,16,3094309,3,25, ,81,3,770,7,G,Griegio
783,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,5,755693852,10,3985491,3,43,280896,90,4,771,20,T,Tavares
784,0,no_advisor_churn,0,0,1,1,2,ria,1,va,6,0,955247552,18,4231744,1,37,182810,97,3,779,16,P,Patel
785,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,4,4,37143644,29,1829204,3,43,230186,88,2,776,24,X,Xavier
786,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,4,2424989554,23,1973788,1,30,129982,100,3,703,24,X,Xavier
787,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,6,3,45469837,20,77932,1,30,113293,69,3,778,22,V,Vasquez
788,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,1,1,88154587,12,2575399,3,38,188190,52,4,662,16,P,Patel
789,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,3,1,89499809,13,853266,1,24,119334,94,5,768,7,G,Griegio
790,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,0,1,87635497,11,2279017,1,48,277785,88,2,848,18,R,Rodriguez
791,0,no_advisor_churn,0,0,1,1,0,bank,1,va,2,6,50496332,12,2951325,2,33,265742,81,3,648,11,K,Kanumba
792,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,1,920604305,5,2029929,1,44,366246,62,1,703,18,R,Rodriguez
793,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,2,3,934125474,17,4018539,2,35,131311,29,4,708,1,A,Abbott
794,0,no_advisor_churn,1,0,1,0,0,bank,1,va,4,6,822083104,15,125050,2,29,126125,91,4,673,21,U,Underwood
795,0,no_advisor_churn,0,1,0,0,0,bank,1,va,2,0,3474907346,18,3668487,3,28,200182,70,0,637,4,D,Devon
796,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,2,97030263,11,2346877,2,28,208611,73,4,795,1,A,Abbott
797,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,4,1,342970982,35,251541,3,56,436486,85,4,806,8,H,Hassan
798,0,no_advisor_churn,1,0,1,0,1,wirehouse,0,fixed,2,3,672778113,15,2165280,6,26,58960,82,5,803,14,N,Noth
799,0,no_advisor_churn,0,1,1,1,0,bank,1,va,0,3,714779889,7,879793,3,37, ,86,5,844,20,T,Tavares
800,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,2,876397203,23,3598726,2,70,112174,82,4,674,16,P,Patel
801,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,3,40647144,38,459308,1,61,419312,81,4,821,18,R,Rodriguez
802,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,6,0,29046792,19,76784,2,24,284580,79,4,738,14,N,Noth
803,0,no_advisor_churn,0,1,1,0,0,bank,1,va,1,5,192127752,11,78285,2,50,290902,96,2,727,7,G,Griegio
804,0,no_advisor_churn,0,0,0,0,0,bank,1,va,7,5,728035276,17,2794717,1,43,233273,99,5,639,8,H,Hassan
805,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,1,0,3388104902,12,4142113,1,32,93078,97,3,762,22,V,Vasquez
806,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,6,6,259385448,18,3359285,3,43,297482,94,2,844,25,Y,Yang
807,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,0,0,525765017,27,538546,1,29,277228,71,3,748,8,H,Hassan
808,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,2,90169983,17,1873607,3,19,75199,82,2,752,12,L,Lula
809,0,no_advisor_churn,1,1,1,0,1,wirehouse,0,fixed,1,4,2165779995,16,2297151,5,20,103836,73,4,798,24,X,Xavier
810,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,3,5,88638297,20,2912588,1,23,118550,90,4,748,12,L,Lula
811,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,1,3299798718,12,3372720,3,25,169895,58,4,841,16,P,Patel
812,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,6,0,4203020312,8,3289511,1,24, ,40,2,775,13,M,Mambwe
813,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,2,1,766532932,7,4577593,2,49,228248,68,3,720,15,O,Ojj
814,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,6,702188495,18,441248,2,53,61511,88,4,820,22,V,Vasquez
815,0,no_advisor_churn,0,0,1,1,0,bank,1,va,4,3,60124352,7,3090202,2,19,141597,93,3,652,22,V,Vasquez
816,0,no_advisor_churn,0,0,1,0,1,wirehouse,0,fixed,2,4,835110199,17,388332,4,40, ,91,3,757,15,O,Ojj
817,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,5,2,625662067,14,395983,3,66, ,94,1,724,2,B,Bost
818,0,no_advisor_churn,0,0,1,0,0,bank,1,va,2,5,956289092,33,2490446,3,25,136074,93,3,785,12,L,Lula
819,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,7,3,606553092,16,545715,3,26,271328,96,4,685,22,V,Vasquez
820,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,3,1,347961688,10,2231940,2,65,281789,59,2,787,13,M,Mambwe
821,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,6,305038696,11,2067928,1,30,206447,93,3,764,13,M,Mambwe
822,0,no_advisor_churn,0,1,1,0,0,bank,1,va,7,3,54381249,14,2814745,2,22,290476,77,5,709,14,N,Noth
823,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,3,173041294,8,45486,1,31,243202,86,2,796,3,C,Chatterji
824,0,no_advisor_churn,1,1,1,1,0,bank,1,va,4,1,59350996,13,374856,1,28,128991,87,1,744,24,X,Xavier
825,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,2,2,67571034,9,3716405,3,57, ,66,5,808,21,U,Underwood
826,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,5,2,81768174,31,2992601,2,65,380722,94,3,787,6,F,Funderburk
827,0,no_advisor_churn,0,0,0,0,0,bank,1,va,5,3,780486697,15,1206419,1,19,124694,95,4,772,10,J,Jasper
828,0,no_advisor_churn,0,1,0,0,0,bank,1,va,3,2,4718903450,15,4813732,2,24,216637,89,2,837,14,N,Noth
829,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,4,1,4155339665,14,3788522,1,43,385892,85,5,771,10,J,Jasper
830,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,4,713139316,15,458706,3,56,273832,87,4,703,4,D,Devon
831,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,1,1,3959780542,10,3088424,3,51,403200,72,5,736,6,F,Funderburk
832,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,5,554496249,7,972873,2,51, ,91,1,748,24,X,Xavier
833,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,4,277992282,7,1086589,2,43,263737,82,0,606,2,B,Bost
834,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,6,5,2162139731,4,2907554,3,27,57226,90,5,729,11,K,Kanumba
835,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,7,0,893559935,15,257465,3,31,147455,89,4,778,25,Y,Yang
836,0,no_advisor_churn,0,0,0,0,0,bank,1,va,2,4,30454172,14,400453,2,37,205957,96,5,757,21,U,Underwood
837,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,1,0,1830255890,14,985818,1,56,95474,86,5,601,25,Y,Yang
838,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,6,4,332301090,9,3153033,1,49,158841,63,3,814,17,Q,Quigley
839,0,no_advisor_churn,1,0,1,1,0,bank,1,va,4,4,4212835219,13,2295030,1,27,62934,74,4,678,7,G,Griegio
840,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,4,4,932840787,16,2684078,1,47, ,81,5,721,1,A,Abbott
841,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,7,3,1275556250,67,253398,1,54,161646,87,3,671,14,N,Noth
842,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,5,3,4165637433,15,50991,3,38,174092,56,2,771,21,U,Underwood
843,0,no_advisor_churn,0,1,1,1,0,bank,1,va,6,1,3556346346,13,497032,3,50,262955,72,3,639,13,M,Mambwe
844,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,2,1,557364098,16,288240,3,53,210338,91,3,644,24,X,Xavier
845,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,6,0,46809054,19,2781140,1,24,175285,68,5,805,8,H,Hassan
846,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,1,3,201003480,10,3575740,2,31,76590,55,3,729,5,E,English
847,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,5,0,58368769,14,4745692,2,70,279019,97,3,755,14,N,Noth
848,0,no_advisor_churn,1,0,1,0,0,bank,1,va,5,2,79432826,15,4720123,3,22,85596,57,4,808,13,M,Mambwe
849,0,no_advisor_churn,0,1,1,0,0,bank,1,va,5,4,493855524,11,263675,2,20,183755,88,3,786,25,Y,Yang
850,0,no_advisor_churn,0,1,0,0,2,ria,1,va,3,1,78193218,9,4743896,1,27,133196,84,4,747,16,P,Patel
851,0,no_advisor_churn,1,0,1,0,0,bank,1,va,7,4,26198997,7,406844,3,19,214853,82,4,716,6,F,Funderburk
852,0,no_advisor_churn,1,0,1,1,0,bank,1,va,4,3,228308635,14,2143962,1,80, ,97,2,829,13,M,Mambwe
853,0,no_advisor_churn,0,1,1,0,2,ria,1,va,2,1,454761533,16,3763541,3,29,109246,63,5,707,20,T,Tavares
854,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,2,4,174787349,7,85157,2,66, ,100,3,716,11,K,Kanumba
855,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,2,3,202612330,13,4838325,2,44,274210,82,3,763,6,F,Funderburk
856,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,1,4,401784068,9,1563993,2,32,51382,76,0,757,20,T,Tavares
857,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,7,1,11776042,19,2826124,2,44,50759,93,3,774,16,P,Patel
858,0,no_advisor_churn,0,0,1,0,0,bank,1,va,5,1,1379187861,17,3333035,1,58,117223,93,5,630,16,P,Patel
859,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,6,6,861849111,7,3219813,2,79,470983,66,3,788,6,F,Funderburk
860,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,4,7,12356864,14,1166173,3,58,222170,88,5,794,16,P,Patel
861,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,6,3,82528240,8,291034,1,49,66183,87,1,742,9,I,Ingrid
862,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,3,282125538,18,3854779,2,43,393444,61,4,696,14,N,Noth
863,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,0,7,791267205,21,24057,3,45,266945,96,4,843,2,B,Bost
864,0,no_advisor_churn,1,0,0,0,0,bank,1,va,6,4,1650292191,12,55229,2,43,121990,70,5,659,23,W,Werner
865,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,5,950253465,15,151942,3,21,195583,47,4,775,20,T,Tavares
866,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,7,0,346617424,11,39373,1,49,204643,96,3,798,19,S,Szu
867,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,5,3,2423517350,7,1106177,1,69,236936,57,4,782,10,J,Jasper
868,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,3,3,492518942,17,3820570,3,67,246978,81,5,790,23,W,Werner
869,0,no_advisor_churn,0,0,1,1,0,bank,1,va,5,4,97383185,17,330967,1,44,124291,87,3,722,18,R,Rodriguez
870,0,no_advisor_churn,0,0,0,0,0,bank,1,va,1,2,508662330,9,2719471,3,31,271746,81,5,782,6,F,Funderburk
871,0,no_advisor_churn,0,0,0,0,0,bank,1,va,4,3,167668824,16,2162113,2,25,88221,94,1,701,21,U,Underwood
872,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,1,6,824786948,7,58412,2,19, ,57,4,797,13,M,Mambwe
873,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,5,2603189600,20,409077,3,49,156226,85,4,718,11,K,Kanumba
874,0,no_advisor_churn,1,1,0,0,2,ria,1,va,1,4,4569462393,7,332620,1,49,70391,59,5,798,16,P,Patel
875,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,3,2,221618946,9,1036422,2,45,192085,89,1,725,1,A,Abbott
876,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,6,2106399035,14,13363,1,46,119547,90,5,784,2,B,Bost
877,0,no_advisor_churn,1,0,1,0,0,bank,1,va,6,1,50574511,11,2362305,1,35, ,93,3,737,15,O,Ojj
878,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,4,4870042120,8,429099,3,45, ,97,1,717,8,H,Hassan
879,0,no_advisor_churn,0,1,0,0,0,bank,1,va,7,6,2129707974,14,2153983,1,59,71358,94,4,660,24,X,Xavier
880,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,2,2,61666526,7,3262314,3,29,168787,84,4,795,11,K,Kanumba
881,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,1,795219323,14,45297,3,35,68159,42,4,732,12,L,Lula
882,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,4,295996415,21,3180662,3,53,222115,95,3,711,16,P,Patel
883,0,no_advisor_churn,0,0,1,0,0,bank,1,va,7,1,4049754315,53,2397964,1,32,70337,62,4,651,24,X,Xavier
884,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,7,3,954577972,18,700576,3,33,79169,76,4,700,18,R,Rodriguez
885,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,2,4,418758333,11,1740323,1,50,175954,76,5,748,1,A,Abbott
886,0,no_advisor_churn,1,1,1,1,0,bank,1,va,4,2,72616812,12,1333190,1,60, ,81,3,791,3,C,Chatterji
887,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,4,523241801,7,1404432,3,40, ,68,4,792,16,P,Patel
888,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,1,6,875791267,17,486431,3,24,95228,86,0,792,19,S,Szu
889,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,2,833606640,18,10801,3,30,52285,93,2,847,19,S,Szu
890,0,no_advisor_churn,0,0,0,0,1,wirehouse,0,fixed,3,0,703107026,11,3716761,11,28,51623,59,1,739,6,F,Funderburk
891,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,5,4859916687,24,156014,2,41,486067,97,0,792,5,E,English
892,0,no_advisor_churn,0,0,1,0,0,bank,1,va,5,0,893157742,14,1370075,2,20,73130,93,5,769,3,C,Chatterji
893,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,5,2,292872488,11,236849,2,62,217331,94,3,770,20,T,Tavares
894,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,0,6,995046888,13,922904,2,30,284625,90,2,762,17,Q,Quigley
895,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,3,4818964437,17,2767236,1,58,172051,92,5,671,8,H,Hassan
896,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,0,1,999995108,9,1955158,1,37,357432,82,5,709,5,E,English
897,0,no_advisor_churn,0,0,0,0,0,bank,1,va,2,6,312294345,22,2147041,3,62,183336,52,5,649,5,E,English
898,0,no_advisor_churn,0,0,1,0,0,bank,1,va,7,5,781127102,14,578774,3,22,331630,87,3,714,21,U,Underwood
899,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,2,0,58274533,7,4329515,2,48,130534,56,5,829,24,X,Xavier
900,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,4,1,688690461,16,3063874,2,41,363267,88,4,755,24,X,Xavier
901,0,no_advisor_churn,0,1,1,0,0,bank,1,va,6,3,65136727,16,635445,3,49,107960,94,4,744,25,Y,Yang
902,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,2,4,1759035777,24,3197075,3,44,190027,97,3,757,25,Y,Yang
903,0,no_advisor_churn,1,1,1,1,0,bank,1,va,3,2,767680459,30,429669,1,41,116449,100,5,768,20,T,Tavares
904,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,2,4,1792890928,8,120437,2,47, ,51,1,686,25,Y,Yang
905,0,no_advisor_churn,0,0,1,0,2,ria,0,fixed,2,7,27266809,16,4433106,5,36,215623,62,2,779,3,C,Chatterji
906,0,no_advisor_churn,1,0,1,0,0,bank,1,va,5,5,62534097,17,4542410,3,23,277372,92,1,748,11,K,Kanumba
907,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,5,3,4554848839,20,80281,3,46,299964,98,3,800,22,V,Vasquez
908,0,no_advisor_churn,1,0,0,0,0,bank,1,va,4,2,148478591,7,164657,2,28,157479,82,3,765,4,D,Devon
909,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,5,2,450351425,9,516927,2,35,199007,89,2,736,12,L,Lula
910,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,1,2,380191833,13,86485,3,67,58584,90,1,645,22,V,Vasquez
911,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,6,2,299114871,7,35755,2,80, ,100,3,679,2,B,Bost
912,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,6,1,4844165280,9,374424,2,29,149407,57,5,758,4,D,Devon
913,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,5,6,54214350,12,2698272,1,19,192954,79,3,672,14,N,Noth
914,0,no_advisor_churn,1,1,1,0,0,bank,0,fixed,3,7,140129765,21,603036,6,50,155593,86,2,795,7,G,Griegio
915,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,3,267513178,19,197133,3,46,240139,90,5,778,22,V,Vasquez
916,0,no_advisor_churn,1,0,1,0,0,bank,1,va,3,0,579605416,13,1329399,1,34,115772,68,0,823,3,C,Chatterji
917,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,5,0,611186764,34,2084076,2,55, ,83,3,824,23,W,Werner
918,0,no_advisor_churn,1,1,1,0,0,bank,1,va,3,0,571752197,6,4183589,1,69,423298,76,1,778,4,D,Devon
919,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,6,4,81730605,1,150166,1,37,251770,86,1,781,8,H,Hassan
920,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,7,884402942,16,271437,3,56,487998,84,5,716,2,B,Bost
921,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,0,51204888,16,180840,3,64,52868,62,4,663,20,T,Tavares
922,0,no_advisor_churn,0,0,0,0,0,bank,1,va,5,2,818209814,15,257764,3,25,249643,99,1,727,10,J,Jasper
923,0,no_advisor_churn,1,1,1,0,0,bank,1,va,2,6,1808382080,11,177695,2,39,409886,71,2,690,14,N,Noth
924,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,6,1,1213555908,15,4559678,2,53,233408,74,4,711,18,R,Rodriguez
925,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,5,6,893874425,21,2985559,1,44,264256,76,2,751,18,R,Rodriguez
926,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,6,7,504832026,49,4496582,3,47,248661,84,5,758,5,E,English
927,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,5,7,22336083,16,4779698,3,19,119950,85,1,765,5,E,English
928,0,no_advisor_churn,1,1,1,0,0,bank,1,va,1,4,629805566,15,2591,2,29,93600,62,4,743,23,W,Werner
929,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,3,0,4527005928,9,4319684,2,78,209355,84,3,779,7,G,Griegio
930,0,no_advisor_churn,1,0,1,1,0,bank,1,va,1,4,55359044,12,82120,3,46, ,92,4,761,16,P,Patel
931,0,no_advisor_churn,0,1,1,1,0,bank,1,va,1,1,563052663,14,2891823,3,40,112774,80,4,748,7,G,Griegio
932,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,5,824248486,11,4822348,1,76,491866,80,1,626,2,B,Bost
933,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,6,1110515702,28,617852,2,50,236953,64,2,783,9,I,Ingrid
934,0,no_advisor_churn,1,0,1,0,0,bank,1,va,3,6,540313293,25,533038,2,37, ,57,5,718,3,C,Chatterji
935,0,no_advisor_churn,0,0,0,0,0,bank,1,va,7,3,3070803462,13,64043,1,46,140613,86,0,786,15,O,Ojj
936,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,6,4,78751510,8,3868322,2,47,64742,78,2,770,22,V,Vasquez
937,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,4,309899112,17,425922,1,47, ,90,0,780,19,S,Szu
938,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,1,6,962611343,13,4460221,3,33,100225,95,3,663,9,I,Ingrid
939,0,no_advisor_churn,1,0,1,0,0,bank,1,va,4,2,579611660,9,2759056,3,23,185395,92,5,749,3,C,Chatterji
940,0,no_advisor_churn,0,0,1,1,0,bank,1,va,3,2,95969470,11,168380,3,36,59655,95,4,792,18,R,Rodriguez
941,0,no_advisor_churn,1,0,1,0,1,wirehouse,0,fixed,7,0,50757127,24,1194442,13,65,116700,51,1,683,11,K,Kanumba
942,0,no_advisor_churn,0,1,1,1,0,bank,1,va,3,2,74556190,24,67958,2,24,480752,98,3,611,11,K,Kanumba
943,0,no_advisor_churn,1,1,1,0,2,ria,1,va,5,3,28272829,17,4370888,2,45, ,74,5,849,11,K,Kanumba
944,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,3,2,384576996,17,72502,1,27,227005,86,4,792,5,E,English
945,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,1,1267631638,12,1019147,2,25, ,89,1,666,9,I,Ingrid
946,0,no_advisor_churn,0,0,0,0,0,bank,1,va,2,1,689739930,12,777218,1,25,102547,96,3,606,20,T,Tavares
